Gempa Kecil,Interval Waktu Antar Gempa,Kedalaman Hiposenter Dangkal,Keberadaan Patahan Aktif,Gerakan Lempeng Signifikan,Perubahan Permukaan Tanah,Aktivitas Vulkanik,Suhu Bawah Tanah Meningkat,Adanya Tekanan Tektonik Tinggi,Gempa Pendahuluan,Gempa Susulan,Keberadaan Gas Radon di Air,Perubahan Pola Cuaca Lokal,Peningkatan Aktivitas Seismograf,Keberadaan Retakan Tanah Baru,Adanya Pergerakan Tanah,Keberadaan Sumber Air Panas Baru,Riwayat Gempa Besar di Wilayah Tersebut,Bangunan Tahan Gempa,Edukasi Mitigasi Gempa,Adanya Aktivitas Geotermal,Prediksi Gempa
No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No
Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No
No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No
Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No
No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No
No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No
Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No
Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No
Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No
No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No
No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No
Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No
Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No
No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No
No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No
Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No
No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No
No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No
Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No
Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No
Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No
No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No
No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No
Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No
Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes
Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No
Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No
Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No
No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No
Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes
Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No
Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No
Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No
No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No
No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No
No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No
No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No
Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes
No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No
Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No
Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes
Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No
No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes
No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No
Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No
Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No
No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No
No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No
Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No
No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No
Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes
Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No
No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No
Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No
Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No
Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes
No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No
No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No
Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes
No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No
No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No
No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No
No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No
No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No
Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No
No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No
No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No
Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No
No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No
Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No
No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No
No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No
No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No
No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No
No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No
Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No
No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No
No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No
No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No
No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No
Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No
No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No
No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No
No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No
Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes
Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No
Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes
Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No
No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No
Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No
Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No
No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No
Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No
Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No
Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No
Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No
No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No
No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No
Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No
No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No
No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No
No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No
No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No
No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No
Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No
No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes
No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No
Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No
No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No
No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No
No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No
No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No
Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No
No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No
No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No
No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No
No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No
Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No
No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No
Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes
